theta_deg,frequency_hz,rayleigh_frequency_hz,eta_0,eta_m1,eta_p1,eta_total,kn_m1_real,kn_m1_imag,large_groove_probe_abs_pa
8.2,179420,176922.120794035,0.999995864187435,4.13581256413678e-06,-1.57899008536597e-31,0.999999999999999,133.519071193865,0,8882.81612091167
6.2,179440,182451.671285486,0.999999999999995,5.0720365489287e-25,1.60670158758049e-31,0.999999999999995,0,-145.628548186839,8846.16058268164
6.25,179440,182308.930689984,1,-5.98646193866892e-26,1.53261573472127e-31,1,0,-142.160640997166,8849.06383808235
6.3,179440,182166.426874784,1,2.82481539820202e-25,5.01069203307397e-32,1,0,-138.609405415822,8851.77886323171
6.35,179440,182024.15936143,1,1.15237168522222e-25,4.98411161258249e-31,1,0,-134.968265990884,8854.3187999268
6.4,179440,181882.127672714,1.00000000000001,-4.36090328235341e-25,3.45276834479964e-31,1.00000000000001,0,-131.22974138979,8856.69547380072
6.45,179440,181740.331332678,1.00000000000001,-2.28902853722259e-26,2.33851146238836e-31,1.00000000000001,0,-127.38525966907,8858.91953680747
6.5,179440,181598.769866607,0.999999999999998,-8.08276138920824e-26,-3.46994664846831e-32,0.999999999999998,0,-123.424922112255,8861.00058715732
6.55,179440,181457.442801026,1,-5.42013493010737e-25,-1.71839590773084e-31,1,0,-119.337196974068,8862.94726916234
6.6,179440,181316.349663693,0.999999999999998,-8.08869151495235e-26,-2.44879193038491e-31,0.999999999999998,0,-115.108515896826,8864.7673545376
6.65,179440,181175.489983601,0.999999999999987,4.17836659929283e-25,-2.85145702378769e-31,0.999999999999987,0,-110.722732300936,8866.46780570316
6.7,179440,181034.863290971,1.00000000000001,1.85091084724849e-24,2.11851606725679e-31,1.00000000000001,0,-106.160379268247,8868.05482038998
6.75,179440,180894.469117247,1.00000000000001,-2.20600677680517e-26,2.35321552478789e-31,1.00000000000001,0,-101.397627980236,8869.53385505735
6.8,179440,180754.306995095,0.999999999999993,-2.29567027805598e-24,8.97796117664201e-33,0.999999999999993,0,-96.4047843207942,8870.90962179667
6.85,179440,180614.376458396,1.00000000000001,1.49403587996854e-24,-2.7821782682514e-31,1.00000000000001,0,-91.1440456329256,8872.18604844959
6.9,179440,180474.677042247,0.999999999999986,-5.07144353635429e-25,3.05985883125809e-31,0.999999999999986,0,-85.5660171374998,8873.36618238149
6.95,179440,180335.20828295,0.999999999999987,1.31767394033901e-24,5.34040235534058e-31,0.999999999999987,0,-79.6040302131786,8874.45199935656
7,179440,180195.969718017,0.999999999999994,-1.71285751992583e-24,-1.36069131281896e-31,0.999999999999994,0,-73.1642846397583,8875.44403674662
7.05,179440,180056.96088616,0.999999999999995,-2.33931600353256e-24,-8.37000475050741e-33,0.999999999999995,0,-66.1073107033994,8876.34066559539
7.1,179440,179918.181327289,1.00000000000001,1.89004967715955e-24,-6.5288820575385e-32,1.00000000000001,0,-58.2090546734062,8877.13651733891
7.15,179440,179779.630582509,1.00000000000002,7.19395414268255e-24,-1.86487099086471e-32,1.00000000000002,0,-49.0649118194326,8877.81854056708
7.2,179440,179641.308194116,1.00000000000001,1.00527491613983e-23,-1.67767696570135e-31,1.00000000000001,0,-37.7808360922394,8878.35318242266
7.25,179440,179503.213705592,1,-8.68739701007668e-24,2.27751257852776e-31,1,0,-21.174808736822,8878.61115867843
7.3,179440,179365.346661604,0.999999215250626,7.84749374768497e-07,-6.38269416312335e-31,1,23.0150193572858,0,8878.42120426327
7.35,179440,179227.706607998,0.999998694052523,1.30594747306633e-06,-1.28978662730579e-31,0.999999999999996,38.8175074608803,0,8879.13992407607
7.4,179440,179090.293091797,0.999998345149607,1.65485039045534e-06,3.21057547085338e-31,0.999999999999998,49.8292115540671,0,8879.8472727279
7.45,179440,178953.105661197,0.999998071300467,1.92869952906695e-06,4.69116144631473e-31,0.999999999999996,58.8059943822238,0,8880.52041314051
7.5,179440,178816.143865561,0.999997842677238,2.15732276172308e-06,-2.94957836326155e-31,1,66.5761397577567,0,8881.15412009904
7.55,179440,178679.40725542,0.999997645201461,2.35479854674142e-06,2.74852858699091e-32,1.00000000000001,73.5232079144893,0,8881.74710633976
7.6,179440,178542.895382466,0.999997470834168,2.52916582349973e-06,-1.97599977015355e-31,0.999999999999992,79.8622794411743,0,8882.29949082146
7.65,179440,178406.607799548,0.999997314443797,2.68555620258034e-06,-5.18367684409163e-31,1,85.7283305883158,0,8882.8119975082
7.7,179440,178270.544060673,0.999997172503871,2.82749612868451e-06,-1.66240736244029e-31,1,91.2126670059006,0,8883.2856310555
7.75,179440,178134.703720996,0.999997042460534,2.95753946726564e-06,-1.67400095010147e-32,1,96.3804705700777,0,8883.72152509185
7.8,179440,177999.086336821,0.999996922390403,3.0776095977844e-06,-2.70837518582293e-31,1,101.280203802062,0,8884.12086435616
7.85,179440,177863.691465598,0.999996810800388,3.18919961066256e-06,-6.23791570257401e-32,0.999999999999998,105.949062814985,0,8884.48484230608
