system,state,frequency_hz,kx_over_k0,normalized_power_db
ideal_infinite,1,178780.3005,-0.37083333333333335,-58.899532347906515
ideal_infinite,1,178780.3005,-0.36875,-58.62119852896592
ideal_infinite,1,178780.3005,-0.3666666666666667,-58.45922739109746
ideal_infinite,1,178780.3005,-0.36458333333333337,-58.41328414457537
ideal_infinite,1,178780.3005,-0.36250000000000004,-58.486237868073225
ideal_infinite,1,178780.3005,-0.3604166666666667,-58.68448661234632
ideal_infinite,1,178780.3005,-0.3583333333333334,-59.01872490368604
ideal_infinite,1,178780.3005,-0.35625000000000007,-59.50536188743737
ideal_infinite,1,178780.3005,-0.35416666666666663,-60.0
ideal_infinite,1,178780.3005,-0.3520833333333333,-60.0
ideal_infinite,1,178780.3005,-0.35,-60.0
ideal_infinite,1,178780.3005,-0.34791666666666665,-60.0
ideal_infinite,1,178780.3005,-0.3458333333333333,-60.0
ideal_infinite,1,178780.3005,-0.34375,-60.0
ideal_infinite,1,178780.3005,-0.3416666666666667,-60.0
ideal_infinite,1,178780.3005,-0.33958333333333335,-60.0
ideal_infinite,1,178780.3005,-0.3375,-60.0
ideal_infinite,1,178780.3005,-0.3354166666666667,-60.0
ideal_infinite,1,178780.3005,-0.33333333333333337,-60.0
ideal_infinite,1,178780.3005,-0.33125000000000004,-60.0
ideal_infinite,1,178780.3005,-0.3291666666666667,-60.0
ideal_infinite,1,178780.3005,-0.3270833333333334,-59.505682088647134
ideal_infinite,1,178780.3005,-0.32500000000000007,-58.215216894446215
ideal_infinite,1,178780.3005,-0.32291666666666663,-57.156129415086376
ideal_infinite,1,178780.3005,-0.3208333333333333,-56.284934990391704
ideal_infinite,1,178780.3005,-0.31875,-55.57325257526824
ideal_infinite,1,178780.3005,-0.31666666666666665,-55.00218142012065
ideal_infinite,1,178780.3005,-0.3145833333333333,-54.55924051866727
ideal_infinite,1,178780.3005,-0.3125,-54.23664275324322
ideal_infinite,1,178780.3005,-0.3104166666666667,-54.030336112796405
ideal_infinite,1,178780.3005,-0.30833333333333335,-53.939541075156455
ideal_infinite,1,178780.3005,-0.30625,-53.966665952681005
ideal_infinite,1,178780.3005,-0.3041666666666667,-54.117579506656604
ideal_infinite,1,178780.3005,-0.30208333333333337,-54.4023085291264
ideal_infinite,1,178780.3005,-0.30000000000000004,-54.83634692446783
