theta_deg,frequency_hz,kappa,linewidth_hz,A0_real,A0_imag,Am1_real,Am1_imag,eta0,etam1
7.64194853735112,180102.474389774,0.118421401608105,0.355650108264673,0.136973256298685,-0.741105147860101,-0.564385990025797,1.6470488889137,0.567998513125807,0.432001486878861
