kappa,Omega_real,Omega_imag,theta_deg,frequency_hz,linewidth_hz,Q
0.110215548780812,0.890013172211831,1.56926238969077e-10,7.11353328419321,180002.685342177,6.34757895658627e-05,2835769142.4288
0.110292969768271,0.890017939517289,3.17166854687982e-10,7.11851772463403,180003.649516429,0.000128292226065573,1403075268.36759
0.110398212482362,0.890024416544832,6.4448275863122e-10,7.1252933845,180004.959477211,0.00026068968602353,690495133.209695
0.110541274838355,0.89003321477861,1.31622101214769e-09,7.13450397474449,180006.738895489,0.000532404067911916,338101734.649537
0.110735747566268,0.890045162972995,2.70062538541743e-09,7.14702454945729,180009.155384527,0.00109238792560857,164785010.127464
0.111000105311808,0.890061383137455,5.56417923707554e-09,7.1640446594158,180012.435867615,0.00225067950828126,79981372.3834371
0.112000105311808,0.890122514064674,2.8797592945602e-08,7.22842952249916,180024.799427392,0.0116484659406042,15454807.5553762
0.11399117674038,0.890243167541437,1.49490529380337e-07,7.35663428668089,180049.20125704,0.060468086454972,2977590.52440191
0.115982248168951,0.890362410308193,3.91580159514291e-07,7.48485326465338,180073.317774519,0.158391993377182,1136883.96701787
0.117973319597523,0.890480247818278,7.72926954197022e-07,7.61308768317302,180097.150082749,0.312644647681013,576044.245179274
0.119964391026094,0.890596686319762,1.30542168098855e-06,7.74133876010841,180120.699445386,0.528035798611554,341114.560639649
0.121955462454666,0.890711732794718,1.99705183392884e-06,7.86960770447024,180143.967274535,0.807796343016716,223006.663538222
0.123946533883237,0.89082539490013,2.85299885498786e-06,7.99789571647827,180166.955118799,1.15402214531212,156120.881952461
0.125937605311809,0.890937680911493,3.8763216140587e-06,8.12620398765395,180189.664651874,1.56795050133127,114920.505780561
0.12792867674038,0.891048599669575,5.06842267199509e-06,8.25453370093174,180212.097661781,2.05014873912708,87901.9625368804
0.129919748168951,0.891158160530273,6.42938653753835e-06,8.38288603078666,180234.256040724,2.60065104201469,69303.5140543498
0.131910819597523,0.89126637331753,7.95823543092192e-06,8.51126214337494,180256.141775568,3.21906190352486,55996.4819496601
0.133901891026094,0.891373248279187,9.6531287039682e-06,8.63966319668638,180277.75693891,3.90463679172238,46170.1731953891
0.135892962454666,0.891478796045644,1.15115219406581e-05,8.76809034070632,180299.10368072,4.65634650450022,38721.1526260913
0.137884033883237,0.891583027591173,1.35302961471351e-05,8.89654471758618,180320.184220512,5.47292942621655,32947.6538390461
0.139875105311808,0.891685954197757,1.57058641067218e-05,9.0250274618213,180341.000840037,6.3529345477066,28387.0390109938
0.14186617674038,0.891787587421296,1.80342588909755e-05,9.15353970043477,180361.555876444,7.29475726851151,24724.8193788422
0.143857248168951,0.891887939060123,2.05112081049229e-05,9.28208255316613,180381.851715911,8.29666942866235,21741.4775009294
0.145848319597523,0.891987021125305,2.31321968952245e-05,9.41065713266748,180401.890787645,9.35684479513156,19280.205532693
0.147839391026094,0.892084845813556,2.58925209907288e-05,9.53926454469706,180421.675558397,10.4733805164416,17226.6896323649
0.149830462454666,0.892181425481389,2.87873324565867e-05,9.66790588832193,180441.208527236,11.6443156299496,15496.0767349121
0.151821533883237,0.892276772621328,3.1811678626384e-05,9.79658225612013,180460.492220741,12.867646809678,14024.3585241253
