mode,level_pct,sample,delta_d1_pct,delta_d2_pct,delta_w1_pct,delta_w2_pct,delta_g_pct,geometry_valid,solver_ok,strict_sigma_ratio,strict_raw_residual,full_sigma_ratio,full_raw_residual,threshold_amplitude_error,finite_open_amplitude_error,strict_threshold_amplitude,strict_sigma_over_baseline,strict_raw_over_baseline
independent,1,21,-0.867927373546816,0,0,0,0,1,1,0.00716172699925653,0.0744420129234228,0.00390501378209593,0.0566037379520369,0.0113913329176132,0.0153488503496118,0,39.3280314544996,33.5351328430044
independent,1,22,0,0.0619392932444491,0,0,0,1,1,0.000252107439178656,0.00411502287311897,0.000236075386504531,0.00325569828962166,0.00034272504502837,5.02239222288013e-05,0,1.38442714989846,1.8537628589383
independent,1,23,0,0,-0.309230142232626,0,0,1,1,0.0177975299462946,0.215930804501151,0.0104382588792044,0.154888580155932,0.0918272007116356,0.00989391536050027,0,97.733663627912,97.2739442348485
independent,1,24,0,0,0,0.0637108835320328,0,1,1,0.00019321550022466,0.00269666002572953,0.000176910731067528,0.00244131268388205,0.000158659745148723,0.000119697966668166,0,1.06102693821213,1.21480933472723
independent,1,25,0,0,0,0,0.987658118926074,1,1,0.000730599211677284,0.0110817375471913,0.000151610602181411,0.00209213403800848,0.00418533461938756,0.000924333010151362,0,4.01202514148608,4.99217479729701
independent,1,26,0.484736581776441,0,0,0,0,1,1,0.00430363068044745,0.0424982728731406,0.00253456968139082,0.0339300603821529,0.00654327071514399,0.00898255688430954,0,23.6330319190828,19.144904475717
independent,1,27,0,0.683140269097541,0,0,0,1,1,0.00152953544725038,0.0277565253599801,0.00102550508175769,0.0140522520240477,0.00491195087677672,0.00257066067082407,0,8.39931739739308,12.5039440586416
independent,1,28,0,0,0.743601673757154,0,0,1,1,0.0444703077158742,0.424360431898387,0.0228906245133857,0.25204969174506,0.211300030954682,0.0211823932371455,0,244.205016586465,191.168708343047
independent,1,29,0,0,0,0.908096695554123,0,1,1,0.00073867363645981,0.0130387798930398,0.000431921055541803,0.00596405299511149,0.00305532832435492,0.00112347068719848,0,4.0563651773262,5.87379624290362
independent,1,30,0,0,0,0,0.134439255588049,1,1,0.000205998225007794,0.00266667488636852,0.000157188459779766,0.00216925233236616,0.000578855424727015,0.000235847117402133,0,1.13122221407192,1.20130142981846
