mode,level_pct,sample,delta_d1_pct,delta_d2_pct,delta_w1_pct,delta_w2_pct,delta_g_pct,geometry_valid,solver_ok,strict_sigma_ratio,strict_raw_residual,full_sigma_ratio,full_raw_residual,threshold_amplitude_error,finite_open_amplitude_error,strict_threshold_amplitude,strict_sigma_over_baseline,strict_raw_over_baseline
independent,1,59,0,0,0,0.592851241105874,0,1,1,0.000507808851619196,0.00899586873291972,0.00033779641298705,0.00466286256769733,0.00196785662466137,0.000672510192827556,0,2.78859030669925,4.05251874780741
independent,1,60,0,0,0,0,-0.49598590512393,1,1,0.0003992417153831,0.00588637737169788,0.000155869613233356,0.00215020249822084,0.00210821653543321,0.000495774733139542,0,2.1924028578812,2.65173440872704
independent,1,61,-0.988643293845917,0,0,0,0,1,1,0.00817173739663291,0.0853163319609712,0.00445060605220469,0.0649174022556916,0.0129949779389177,0.0174942990808891,0,44.8744200115493,38.4338683712407
independent,1,62,0,0.40346986408817,0,0,0,1,1,0.000933707636463467,0.0170620512427594,0.000670248504013857,0.00921100846452078,0.00285291841110446,0.00143650626309239,0,5.12737825666264,7.68622626565289
independent,1,63,0,0,0.257137190248254,0,0,1,1,0.0154621792662109,0.167524659978558,0.00865585594345255,0.109879296043927,0.0751529870583184,0.00795499376753053,0,84.9092785301341,75.4676224652761
independent,1,64,0,0,0,0.375623552705761,0,1,1,0.00035682609111668,0.00625117980840997,0.000272186555588312,0.00375656329218577,0.001218710652812,0.000362833313371336,0,1.9594809655101,2.81607303548041
independent,1,65,0,0,0,0,-0.566192925301256,1,1,0.000444591972100884,0.00660757119378926,0.000155436587277869,0.00214408421755441,0.00240563335851628,0.000554997034261471,0,2.44144004162917,2.97662259591601
independent,1,66,-0.626301751744104,0,0,0,0,1,1,0.00513442741154093,0.0528947978231798,0.00279882066456267,0.0400464599011513,0.00818573251621313,0.0110417961743945,0,28.1952834508896,23.8284001472247
independent,1,67,0,-0.000903189578281838,0,0,0,1,1,0.000181610219655126,0.00219990772703232,0.000156146385063967,0.00215478004404974,0.00011865336098899,0.000205005307304903,0,0.997297499862372,0.991029056995958
independent,1,68,0,0,-0.974122339378841,0,0,1,1,0.0545305827793041,0.529196508840735,0.0346017442979323,0.47564032922635,0.286684559240097,0.034056161827755,0,299.450184990199,238.395961193095
independent,1,69,0,0,0,0.0498956179254852,0,1,1,0.000189781926363387,0.0025774244157256,0.000172661694867744,0.00238267314765143,0.000119180063007344,0.000136230675681366,0,1.04217175135126,1.16109528450116
independent,1,70,0,0,0,0,-0.000409810795436449,1,1,0.000182102587895496,0.0022198261903771,0.000157295238351773,0.0021706136134792,0.000112069149314241,0.000201337050397345,0,1.00000129932952,1.00000205877363
