N,K,strict_sigma_ratio,strict_raw_residual,full_sigma_ratio,full_raw_residual,threshold_amplitude_error,finite_open_amplitude_error
185,23,0.000182102351284535,0.00221982162026687,0.000157295234478523,0.00217061396035579,0.000112024294365888,0.000201336755648788
