kappa,Omega_real,Omega_imag,Q,q_real,q_imag,sigma_ratio,residual,mode_overlap,fixed_order
0.16,0.446518215175244,0.174899571483808,1.27649888272191,0.105501983673908,0.740231053240178,5.23100112019192e-12,7.82474506465773e-12,0.999997323757912,-1
0.158,0.44580857383212,0.174938745074668,1.27418478291313,0.10498475282601,0.742862085687518,5.24175987617793e-12,7.83965694037475e-12,0.999997318316868,-1
0.156,0.445103966301707,0.174978691444685,1.27188048620885,0.10447361080945,0.74548691269381,5.25301966726251e-12,7.85567029346764e-12,0.999997312654089,-1
0.154,0.44440434930465,0.175019428483459,1.26958576300759,0.10396846817497,0.748105618907141,5.26452547693922e-12,7.87189010188806e-12,0.999997306775572,-1
0.152,0.443709680033204,0.175060974716495,1.26730038134363,0.103469237825547,0.750718287968077,5.27690443669676e-12,7.8894479856356e-12,0.999997300687048,-1
0.15,0.443019916147933,0.175103349266276,1.2650241072038,0.102975834933269,0.753325002506056,5.28960311683822e-12,7.90773981259665e-12,0.999997294394,-1
0.148,0.442335015774851,0.17514657181515,1.26275670482918,0.102488176859758,0.755925844136909,5.3025994772944e-12,7.92641260293343e-12,0.99999728790167,-1
0.146,0.441654937502982,0.175190662569937,1.26049793700241,0.102006183080003,0.758520893461401,5.3161107430589e-12,7.94549644189437e-12,0.999997281215068,-1
0.144,0.440979640382354,0.175235642228211,1.25824756532139,0.101529775109444,0.761110230064711,5.32981683018595e-12,7.96499736631729e-12,0.999997274338983,-1
0.142,0.440309083922437,0.175281531946153,1.25600535046014,0.101058876434164,0.763693932516758,5.34397114891422e-12,7.98535912637606e-12,0.999997267277992,-1
0.14,0.439643228091002,0.175328353307932,1.25377105241743,0.100593412444068,0.7662720783733,5.35788898973891e-12,8.00549813886353e-12,0.999997260036468,-1
0.138,0.438982033313421,0.175376128296533,1.25154443075392,0.100133310368901,0.768844744177738,5.37230529103795e-12,8.02596613817738e-12,0.999997252618589,-1
0.136,0.438325460472396,0.175424879265986,1.2493252448183,0.0996784992169928,0.771412005463552,5.38660117862629e-12,8.04626784109511e-12,0.999997245028342,-1
0.134,0.437673470908114,0.175474628914914,1.24711325396316,0.0992289097166134,0.773973936757317,5.40087260033576e-12,8.0668933735137e-12,0.999997237269531,-1
0.132,0.43702602641882,0.175525400261374,1.24490821775095,0.098784474259812,0.776530611582235,5.41499683486807e-12,8.08715599914129e-12,0.999997229345782,-1
0.13,0.436383089261815,0.175577216618905,1.2427098961507,0.0983451268486452,0.779082102462143,5.42911154861236e-12,8.10737783837034e-12,0.999997221260555,-1
0.128,0.435744622154852,0.175630101573753,1.24051804972586,0.0979108030436834,0.781628480925939,5.44287650273618e-12,8.12717021909058e-12,0.99999721301714,-1
0.126,0.435110588277944,0.175684078963216,1.23833243981387,0.0974814399146974,0.784169817512392,5.45639773995816e-12,8.14685711128322e-12,0.999997204618665,-1
0.124,0.434480951275568,0.175739172855057,1.23615282869776,0.09705697599343,0.786706181775284,5.46966959959093e-12,8.16548779701586e-12,0.999997196068103,-1
0.122,0.433855675259252,0.175795407527949,1.23397897977021,0.0966373512283619,0.789237642288867,5.48271100535776e-12,8.18408732410866e-12,0.999997187368277,-1
0.12,0.433234724810549,0.175852807452886,1.23181065769058,0.0962225069413842,0.791764266653575,5.49521450931074e-12,8.2020677327071e-12,0.999997178521857,-1
0.118,0.432618064984382,0.175911397275553,1.22964762853517,0.0958123857862951,0.794286121501987,5.50753204627379e-12,8.21973340920731e-12,0.999997169531372,-1
0.116,0.432005661312748,0.17597120179957,1.22748965994106,0.0954069317090392,0.796803272504985,5.51920434802832e-12,8.23632365419479e-12,0.999997160399207,-1
0.114,0.431397479808792,0.176032245970609,1.22533652124401,0.095006089909616,0.79931578437811,5.53036338389789e-12,8.25224863547908e-12,0.999997151127609,-1
0.112,0.430793486971216,0.176094554861316,1.22318798361054,0.0946098068055796,0.801823720888061,5.54104942063579e-12,8.26741464639404e-12,0.999997141718688,-1
0.11,0.430193649789036,0.176158153657014,1.22104382016468,0.0942180299970634,0.804327144859331,5.55112096184139e-12,8.28173027072792e-12,0.999997132174423,-1
0.108,0.429597935746666,0.176223067642155,1.21890380610961,0.0938307082332632,0.806826118180969,5.5607187853878e-12,8.29518439445084e-12,0.999997122496658,-1
0.106,0.429006312829333,0.176289322187461,1.21676771884442,0.0934477913803092,0.809320701813411,5.56954180515354e-12,8.30780762095567e-12,0.999997112687112,-1
0.104,0.428418749528799,0.176356942737758,1.21463533807641,0.0930692303904716,0.811810955795414,5.5777875640502e-12,8.3194780246404e-12,0.999997102747375,-1
0.102,0.427835214849399,0.176425954800427,1.21250644592902,0.0926949772726362,0.814296939251024,5.58534356210407e-12,8.33019550615835e-12,0.999997092678911,-1
