x_m,y_m,incident_real_pa,incident_imag_pa,reflected_real_pa,reflected_imag_pa,incident_abs_pa,reflected_abs_pa
0,0.02,0.00551807830395896,-0.000514188783555576,-0.232035123610404,0.0374035931801018,0.00554198324372755,0.235030481792635
7.42e-05,0.02,0.00560417796822531,-0.000306631114176256,-0.233392691812386,0.026984394782788,0.00561256031947301,0.234947454025841
0.0001484,0.02,0.00568325553005655,-9.11648295073037e-05,-0.234314210169757,0.0165545042003295,0.00568398666835677,0.234898277338928
0.0002226,0.02,0.00575531098945269,0.000132210070451279,-0.234799678682519,0.00611392143272613,0.00575682934331422,0.234879265037805
0.0002968,0.02,0.00582034434641372,0.000363493585699494,-0.23484909735067,-0.00433735352002201,0.00583168379609824,0.234889146539346
0.000371,0.02,0.00587835560093964,0.00060268571623734,-0.234462466174212,-0.014799320657915,0.00590917038539717,0.234929070011417
0.0004452,0.02,0.00592933986685925,0.000849787267703931,-0.233639571044241,-0.0252719516015182,0.00598992568043028,0.235002384446384
0.0005194,0.02,0.00597166340567237,0.00110335891287283,-0.232356377990918,-0.0356754397398459,0.00607273947417987,0.235079185368866
0.0005936,0.02,0.00600523397380613,0.00136172863738163,-0.230655802639262,-0.0459398154682722,0.00615768949866918,0.235186236707042
0.0006678,0.02,0.00603005157126053,0.00162489644123034,-0.228537844989271,-0.0560650787867971,0.00624514294446369,0.235314342214217
0.000742,0.02,0.00604611619803555,0.00189286232441895,-0.226002505040946,-0.0660512296954206,0.00633549120900287,0.235456784206911
0.0008162,0.02,0.00605342785413121,0.00216562628694748,-0.223049782794287,-0.0758982681941427,0.00642914659965765,0.235609322225264
0.0008904,0.02,0.0060519826059162,0.00244318942517387,-0.21967953229776,-0.0856061150899942,0.00652653568362218,0.235770023224676
0.0009646,0.02,0.00604032452122531,0.00272467010696641,-0.215903272383735,-0.0951251279542193,0.00662641286923114,0.235930101924938
0.0010388,0.02,0.00601763665291494,0.00300904076745902,-0.211754593229039,-0.104419036481393,0.00672802179148788,0.236100281518888
0.001113,0.02,0.00598391900098508,0.00329630140665171,-0.207233494833673,-0.113487840671514,0.00683175596562439,0.236273594295387
0.0011872,0.02,0.00593917156543575,0.00358645202454447,-0.202339977197637,-0.122331540524584,0.0069380398534485,0.236445495155772
0.0012614,0.02,0.00588339434626693,0.00387949262113731,-0.197074040320932,-0.130950136040602,0.00704732516854051,0.236613853139389
0.0013356,0.02,0.00581657118260099,0.00417541645993596,-0.191435190978215,-0.139343212410819,0.00716007003709939,0.236778299659898
0.0014098,0.02,0.00573789362326361,0.00447178531386938,-0.185444372352947,-0.147431013150384,0.00727463312650384,0.236908249911073
0.001484,0.02,0.00564820790079027,0.0047669289418894,-0.17917132936248,-0.155178450632113,0.00739093120165331,0.237028936642979
0.0015582,0.02,0.00554751401518097,0.00506084734399604,-0.172616062006812,-0.162585524856006,0.00750913361100074,0.237129411409556
0.0016324,0.02,0.0054358119664357,0.00535354052018929,-0.165778570285945,-0.169652235822063,0.00762944610281468,0.237201213077583
0.0017066,0.02,0.00531310175455448,0.00564500847046915,-0.158658854199878,-0.176378583530285,0.00775210751253608,0.237238354285659
0.0017808,0.02,0.00517937479927916,0.00593524772247804,-0.151256763661516,-0.182764267098541,0.00787737829728831,0.237236982533126
0.001855,0.02,0.00503389150626298,0.00622274814938493,-0.143610607395677,-0.188774912761628,0.00800391518117853,0.237191851134721
0.0019292,0.02,0.00487658550314683,0.00650633182070906,-0.135767941444205,-0.194400170899606,0.00813101715228009,0.237116765265118
0.0020034,0.02,0.00470745678993073,0.00678599873645042,-0.127728765807102,-0.199640041512473,0.00825893021402721,0.237003763239547
0.0020776,0.02,0.00452650536661467,0.007061748896609,-0.119493080484367,-0.20449452460023,0.00838794064790338,0.236847222645987
0.0021518,0.02,0.00433373123319865,0.00733358230118482,-0.111060885476001,-0.208963620162877,0.00851837166187604,0.236643856531896
0.002226,0.02,0.00412911301091769,0.00760147103759493,-0.102431832841446,-0.21304632332104,0.00865054542744701,0.236391658608909
0.0023002,0.02,0.0039131272867011,0.00786255764307587,-0.0936636618667002,-0.21668841865857,0.00878250407643603,0.236065144261137
0.0023744,0.02,0.00368747063636494,0.00811579082026375,-0.0848309030567828,-0.219897731597594,0.00891423021535404,0.235693221105735
0.0024486,0.02,0.00345214305990923,0.00836117056915855,-0.0759335564116933,-0.222674262138111,0.00904579819544094,0.235265237568324
