x_m,y_m,pressure_real_pa,pressure_imag_pa,pressure_abs_pa
0,0.02,0.083998169078576,-0.0138735608186712,0.0851361738530833
0.0001484,0.02,0.0865774600362192,-0.0070459794843985,0.0868637002045025
0.0002968,0.02,0.0886630573056543,0.000201880097870944,0.0886632871393773
0.0004452,0.02,0.0902548809617176,0.00787003673605489,0.0905973565598946
0.0005936,0.02,0.091288721592727,0.0158665193852215,0.0926573101672827
0.000742,0.02,0.0917509276750095,0.0240881348390679,0.0948602707631069
0.0008904,0.02,0.0916414591101661,0.0325348709986324,0.0972454361846246
0.0010388,0.02,0.0909090868316628,0.0411563804868781,0.0997913309027768
0.0011872,0.02,0.0895157074478006,0.0499067148951311,0.102487765472295
0.0013356,0.02,0.0874610649139955,0.0587857901728466,0.105381245969746
0.001484,0.02,0.0847293462008376,0.0676690896146622,0.108435085636055
0.0016324,0.02,0.0813577508628933,0.0764517413853145,0.111642072653259
0.0017808,0.02,0.0773462099536849,0.0851336669550994,0.115022508420836
0.0019292,0.02,0.0726735375188891,0.0936531384385074,0.118542622692817
0.0020776,0.02,0.0673296391357037,0.101962000373429,0.122186455167073
0.002226,0.02,0.0613141732866198,0.110059875283705,0.125986523062137
0.0023744,0.02,0.0546713553263246,0.117817414126501,0.129884179809062
0.0025228,0.02,0.0474855492374178,0.125155191625992,0.133860746215304
0.0026712,0.02,0.0397567140883642,0.132073019514743,0.137927077830445
0.0028196,0.02,0.0314956243572179,0.138514276032831,0.142049917347918
0.002968,0.02,0.0227167679450246,0.144443373617627,0.146218807709233
0.0031164,0.02,0.0134199360968871,0.149859532319226,0.150459210790771
0.0032648,0.02,0.00370614454698607,0.154658745556539,0.154703145037602
0.0034132,0.02,-0.00631012079904597,0.158808185012727,0.158933499462936
0.0035616,0.02,-0.0166287864786766,0.162307552349075,0.163157157640421
0.00371,0.02,-0.0272145112487373,0.16512005263467,0.16734772602155
0.0038584,0.02,-0.0380391493422233,0.16723284581659,0.171504523563069
0.0040068,0.02,-0.0491025027818286,0.168644794414346,0.175647722622573
0.0041552,0.02,-0.0602646827253011,0.169301684012288,0.179707796696131
0.0043036,0.02,-0.0714064982690429,0.169226739357565,0.183675195137068
0.004452,0.02,-0.0825276800722096,0.168419609623403,0.187552613641614
0.0046004,0.02,-0.0935828323423876,0.166871540088485,0.191321345909771
0.0047488,0.02,-0.104545080395542,0.164594812273552,0.194990066573342
0.0048972,0.02,-0.115413595864643,0.16158814316476,0.198572470704884
0.0050456,0.02,-0.126037484896402,0.15785910715431,0.202002339864089
0.005194,0.02,-0.13631965300668,0.153482384275529,0.205280028445932
0.0053424,0.02,-0.146259597654328,0.148457674975811,0.208402378022012
0.0054908,0.02,-0.155819036408914,0.142803104614608,0.211358223864067
0.0056392,0.02,-0.164986570805052,0.136549829684413,0.214164480091477
0.0057876,0.02,-0.173760666879098,0.129696744043706,0.216827154133904
0.005936,0.02,-0.18200952317247,0.122309600279648,0.219287721603461
0.0060844,0.02,-0.189679071190103,0.114497506356129,0.22155773290344
0.0062328,0.02,-0.196768607111196,0.106260327442363,0.223627238798493
0.0063812,0.02,-0.203261305972275,0.0976325588492345,0.225493403568716
0.0065296,0.02,-0.209170225959216,0.0886512225749454,0.227181035062045
0.006678,0.02,-0.214493248253554,0.0793157145256539,0.228688294665633
0.0068264,0.02,-0.219141619672095,0.0697321968331548,0.229968756025002
0.0069748,0.02,-0.223113947806711,0.060019832232863,0.231045913115028
0.0071232,0.02,-0.22640942519733,0.0501787266635558,0.231903282485956
0.0072716,0.02,-0.229039426882628,0.0402429396011505,0.232547959041709
0.00742,0.02,-0.231042347301855,0.0302395613723974,0.233012869427305
