x_m,y_m,pressure_real_pa,pressure_imag_pa,pressure_abs_pa
0,0.02,0.0840336231360356,-0.0129059445731265,0.0850188992089046
0.0001484,0.02,0.0865333298804597,-0.00609574417598664,0.0867477681399328
0.0002968,0.02,0.0885434739595981,0.00112927114182651,0.0885506749502554
0.0004452,0.02,0.0900639758685882,0.00876911943520303,0.0904898734938142
0.0005936,0.02,0.0910316288860236,0.0167322403860786,0.0925566060634261
0.000742,0.02,0.0914335141178641,0.024916321450975,0.0947676663139384
0.0008904,0.02,0.0912695917450662,0.0333213503217978,0.0971619820947423
0.0010388,0.02,0.0904888702219004,0.0418977568810781,0.0997178903993755
0.0011872,0.02,0.089053393734679,0.0506004253087416,0.102425143285666
0.0013356,0.02,0.086962908287906,0.0594292703140962,0.105329889338006
0.001484,0.02,0.0842021499788919,0.0682605370307298,0.108395124322044
0.0016324,0.02,0.0808084352946535,0.0769903564699467,0.111613252815872
0.0017808,0.02,0.076781695828373,0.0856186502002665,0.115004269818109
0.0019292,0.02,0.0721006034142132,0.0940844667758023,0.118534315289627
0.0020776,0.02,0.0667548422969971,0.102340392730282,0.122187417332086
0.002226,0.02,0.0607440744580332,0.110386050340676,0.125995724894051
0.0023744,0.02,0.0541124927826851,0.118092905366644,0.129900331689689
0.0025228,0.02,0.0469440140634415,0.125382351987695,0.133882316406443
0.0026712,0.02,0.0392385976255192,0.132254202624299,0.137952316600362
0.0028196,0.02,0.0310065451911127,0.138652393772002,0.14207706410042
0.002968,0.02,0.0222618637004059,0.144541806182759,0.146246108700333
0.0031164,0.02,0.0130043478753639,0.149921661488704,0.150484609336626
0.0032648,0.02,0.0033344752634475,0.154688533815076,0.154724468715004
0.0034132,0.02,-0.00663408032452816,0.158810015160237,0.1589485197696
0.0035616,0.02,-0.0169012461506145,0.162285808176808,0.163163524284821
0.00371,0.02,-0.0274323291381709,0.165079311829824,0.167343096290684
0.0038584,0.02,-0.0381997459321758,0.167177796828956,0.171486548574128
0.0040068,0.02,-0.0492032971603373,0.16858012867181,0.175613849779716
0.0041552,0.02,-0.0603039549190459,0.169232251516739,0.179655564712878
0.0043036,0.02,-0.0713834328862434,0.169157345017197,0.183602292643343
0.004452,0.02,-0.0824414637837943,0.168355058839224,0.187456717104438
0.0046004,0.02,-0.0934332776805011,0.166816440854453,0.191200162964023
0.0047488,0.02,-0.10433246685713,0.164553558482297,0.194841312995167
0.0048972,0.02,-0.115138205325773,0.161565131428357,0.198393795314022
0.0050456,0.02,-0.125700528071578,0.157858432528226,0.201791742838358
0.005194,0.02,-0.135923081624345,0.153507717216849,0.205035858725703
0.0053424,0.02,-0.145805366546294,0.148512685017187,0.208123094645244
0.0054908,0.02,-0.155309538874246,0.142890965739362,0.21104236767829
0.0056392,0.02,-0.164424457818222,0.136673300864261,0.213810648701016
0.0057876,0.02,-0.173148596139369,0.12985858450996,0.216434027629587
0.005936,0.02,-0.181350916825297,0.122511917028432,0.218854574654854
0.0060844,0.02,-0.188977760312473,0.114741794261635,0.221084312521486
0.0062328,0.02,-0.196028426036963,0.106548078522045,0.223113506653607
0.0063812,0.02,-0.202486264142914,0.097964642660449,0.224939454916525
0.0065296,0.02,-0.208364361396697,0.08902805449387,0.226587072859898
0.006678,0.02,-0.213660609255958,0.0797377059615378,0.228054725229792
0.0068264,0.02,-0.218286707693803,0.0701989636029999,0.229296710065223
0.0069748,0.02,-0.222241291708302,0.0605304151275685,0.230336976831099
0.0071232,0.02,-0.225523556190622,0.0507321619211355,0.231159310108974
0.0072716,0.02,-0.228144818048353,0.0408376981784808,0.231770955028521
0.00742,0.02,-0.230143337320616,0.0308737619178078,0.232204963099474
0.0075684,0.02,-0.231516711477158,0.0208404537426118,0.232452817159516
0.0077168,0.02,-0.232230674871579,0.0108573805684684,0.232484341546087
0.0078652,0.02,-0.232332566321432,0.00102867531043543,0.232334843590877
0.0080136,0.02,-0.231821603971218,-0.00864531836006467,0.231982752801442
0.008162,0.02,-0.230733820297512,-0.0181492049781618,0.231446515355976
0.0083104,0.02,-0.229125182929776,-0.0274797158472005,0.230767164552599
0.0084588,0.02,-0.226993353759701,-0.0366360193751079,0.229930816913979
0.0086072,0.02,-0.224354290751897,-0.045510661914933,0.228923716828821
0.0087556,0.02,-0.22128907969825,-0.0540321771219484,0.227790107244007
0.008904,0.02,-0.217797066850905,-0.0622000555593648,0.226504766485046
0.0090524,0.02,-0.21392634746772,-0.0700300175061345,0.22509705793899
0.0092008,0.02,-0.209736934034267,-0.0775496582195877,0.22361469313994
0.0093492,0.02,-0.205226852255155,-0.0847575813820414,0.222040330769643
0.0094976,0.02,-0.200445447410757,-0.0915771818959533,0.220374131040154
0.009646,0.02,-0.195486247652234,-0.0979769897140365,0.218664957262418
0.0097944,0.02,-0.190348757751658,-0.1039564542434,0.216886131314244
0.0099428,0.02,-0.185074781513322,-0.109566174849503,0.215075385442769
0.0100912,0.02,-0.179712639217254,-0.114863459682778,0.213284427618914
0.0102396,0.02,-0.174260849428294,-0.119846620059035,0.211494813135087
0.010388,0.02,-0.16877838310771,-0.124475434984428,0.209714750361093
0.0105364,0.02,-0.163350148684486,-0.128753818297495,0.207992347939601
0.0106848,0.02,-0.157975741431194,-0.132681288985071,0.206302349301881
0.0108332,0.02,-0.15267230587168,-0.136336088139267,0.204686008093602
0.0109816,0.02,-0.14746338144062,-0.139795893717391,0.20319532663461
0.01113,0.02,-0.142347895060462,-0.143058966416142,0.201813753496136
0.0112784,0.02,-0.137371910837448,-0.146112765906217,0.200549201563848
0.0114268,0.02,-0.132596997760854,-0.148982660451365,0.199443718703695
0.0115752,0.02,-0.128022694873244,-0.151668266662612,0.198476884082375
0.0117236,0.02,-0.123628988736603,-0.15425898614874,0.197686523728028
0.011872,0.02,-0.119408025428009,-0.156838221072885,0.197120531974533
0.0120204,0.02,-0.115358892046084,-0.159404256455221,0.196767352348254
0.0121688,0.02,-0.111501001855311,-0.16195296440783,0.196624607044037
0.0123172,0.02,-0.107867965246985,-0.164513274808945,0.196723449326429
0.0124656,0.02,-0.104459101949254,-0.167084802342581,0.197050844083206
0.012614,0.02,-0.101214762542091,-0.169747210385418,0.197632344493717
0.0127624,0.02,-0.0980972982269476,-0.172574168157754,0.19850673397839
0.0129108,0.02,-0.0951056752418518,-0.175563817973798,0.1996690853506
0.0130592,0.02,-0.0922321907372538,-0.178697842365126,0.201096235355475
0.0132076,0.02,-0.0894883341865672,-0.181993164605808,0.202804521445463
0.013356,0.02,-0.0868731110860044,-0.185449174508365,0.204788509823172
0.0135044,0.02,-0.0842957826419696,-0.189116893808828,0.2070530813466
0.0136528,0.02,-0.0816978455074998,-0.193048633391903,0.209624218102414
0.0138012,0.02,-0.0790779945180754,-0.197242010332587,0.212503505517065
0.0139496,0.02,-0.0764141661352333,-0.201646957130239,0.215640024360107
0.014098,0.02,-0.0737090383607769,-0.206260325599168,0.219035029738043
0.0142464,0.02,-0.0709613483487908,-0.211080993818501,0.222689691972675
0.0143948,0.02,-0.0680662806591091,-0.216120362222097,0.226585589854639
0.0145432,0.02,-0.0649576209569971,-0.221404905328874,0.230737133171236
0.0146916,0.02,-0.0616338947031244,-0.226931233281288,0.235152124410651
0.01484,0.02,-0.0580800945443534,-0.232611622599919,0.239752923550159
0.0149884,0.02,-0.0543056715959094,-0.238424807074422,0.244531173055621
0.0151368,0.02,-0.0503093125156758,-0.244368898201403,0.249493858309113
0.0152852,0.02,-0.0459922548522465,-0.250416069826281,0.254604586631182
0.0154336,0.02,-0.0412935156568513,-0.256570571538071,0.259872300591416
0.015582,0.02,-0.0362118519334321,-0.262827556852943,0.265310427352066
0.0157304,0.02,-0.0307620311612679,-0.269069943953334,0.270822704550813
0.0158788,0.02,-0.0249723137459216,-0.275269492586934,0.276399909556593
0.0160272,0.02,-0.0188416866354991,-0.281423456688195,0.28205348983766
0.0161756,0.02,-0.0122943282150526,-0.287476279187105,0.287739051227882
0.016324,0.02,-0.00528323792717692,-0.293419599147863,0.293467159605786
0.0164724,0.02,0.00219188621908821,-0.299247043198842,0.29925507051418
0.0166208,0.02,0.0100705947621475,-0.304833350742101,0.304999653448197
0.0167692,0.02,0.0183017252703662,-0.31015863563881,0.310698137118972
0.0169176,0.02,0.0268856134739602,-0.315219413472731,0.31636389623654
0.017066,0.02,0.035866632155054,-0.319950755120999,0.321954812053871
0.0172144,0.02,0.0452754752906747,-0.324344021007348,0.327488797710717
0.0173628,0.02,0.0551108519881048,-0.328391891811894,0.332984144689578
0.0175112,0.02,0.0652638982140946,-0.331987810661472,0.338341961390982
0.0176596,0.02,0.0756649441615562,-0.33513470808653,0.343570162178288
0.017808,0.02,0.0863133625150605,-0.337828651831877,0.348680648369249
0.0179564,0.02,0.0972247191401612,-0.340014487109583,0.35364176429867
0.0181048,0.02,0.108418108103379,-0.341693913969343,0.358481822423962
0.0182532,0.02,0.119890061018582,-0.342859154060707,0.363216225207882
0.0184016,0.02,0.131493585636408,-0.343446070005999,0.367757754596806
0.01855,0.02,0.143153508254362,-0.343489310523167,0.37212609874774
0.0186984,0.02,0.15486812258039,-0.342984812362753,0.376327937978417
0.0188468,0.02,0.166636583368537,-0.341900606220365,0.38034691460638
0.0189952,0.02,0.178475326156708,-0.340253239725513,0.384220911964004
0.0191436,0.02,0.190378053195861,-0.338035212756016,0.387958255746222
0.019292,0.02,0.202180842208653,-0.335239671082929,0.391487841476578
0.0194404,0.02,0.213820055716165,-0.331929987294248,0.394837349666447
0.0195888,0.02,0.225293260626113,-0.328102480864985,0.398005390960102
0.0197372,0.02,0.236602630463748,-0.323753368820839,0.40099507299368
0.0198856,0.02,0.247769469720478,-0.318909789178411,0.403847946335481
0.020034,0.02,0.258774765401993,-0.313563707219205,0.406554519952623
0.0201824,0.02,0.269463341482105,-0.307774691820358,0.409066930132243
0.0203308,0.02,0.279823129328874,-0.301615093207267,0.411427573404885
0.0204792,0.02,0.289875397964659,-0.295075883469076,0.413639363879002
0.0206276,0.02,0.299603681019738,-0.288163603337832,0.415692949145424
0.020776,0.02,0.308949951431426,-0.280935866091032,0.417582367139465
0.0209244,0.02,0.317973835867903,-0.273439235463499,0.419376174558607
0.0210728,0.02,0.326618848235732,-0.265674601885931,0.421025968450978
0.0212212,0.02,0.334838801509842,-0.257701769323851,0.422524821648611
0.0213696,0.02,0.342668734290947,-0.249581447380875,0.423925418366594
0.021518,0.02,0.350107045869622,-0.241315866615657,0.425215581849983
0.0216664,0.02,0.357134149147055,-0.232937468309015,0.426385582107562
0.0218148,0.02,0.363776699628518,-0.224500501800049,0.427473931955027
0.0219632,0.02,0.370001294550329,-0.216048240833478,0.428459800140176
0.0221116,0.02,0.375840288529858,-0.207596131388904,0.429362406656481
0.02226,0.02,0.381358883941262,-0.19913148932511,0.430218489144483
0.0224084,0.02,0.386464911346443,-0.190770584824325,0.43098554933574
0.0225568,0.02,0.391238096360693,-0.182503135949275,0.431711295515021
0.0227052,0.02,0.39573503400208,-0.174290139494102,0.432415621666818
0.0228536,0.02,0.399884959542026,-0.16624544318768,0.433065270194454
0.023002,0.02,0.403776860493647,-0.158357665957926,0.433719844413128
0.0231504,0.02,0.407429146254398,-0.150610966974247,0.434375612333963
0.0232988,0.02,0.410845640765726,-0.143031887933098,0.435031333931139
0.0234472,0.02,0.414082699157433,-0.135646469769913,0.435734376085414
