theta_deg,frequency_hz,central_six_probe_rms_pa,coherent_probe_real_pa,coherent_probe_imag_pa,coherent_probe_abs_pa,coherent_probe_phase_rad
7.15,180012,0.595981214014533,-0.134807330806938,0.00740372276263338,0.135010486815052,3.08672700026711
7.15,180014,0.595135104965632,-0.134700346065936,0.00716581191895919,0.134890815442493,3.08844458288418
7.15,180016,0.594309134301295,-0.134604416848193,0.00693158244470671,0.134782772898579,3.09014214992591
7.15,180018,0.593504181814641,-0.134519117915902,0.00670155319734717,0.134685945443944,3.09181521403371
7.15,180020,0.592720977325483,-0.13444399874766,0.00647619209667601,0.134599888050971,3.09345967575117
7.15,180022,0.591960104955233,-0.134378589588611,0.00625591580177511,0.134524131003859,3.09507183371988
7.15,180024,0.591222008953428,-0.134322407230811,0.00604109009647674,0.134458186265595,3.09664838828115
7.15,180026,0.590507000800967,-0.13427496043783,0.00583203089794012,0.134401553506555,3.09818643913216
7.15,180028,0.589815267350453,-0.134235754969981,0.00562900581327693,0.134353725734744,3.09968347765772
7.15,180030,0.589146879727413,-0.134204298159041,0.00543223614178858,0.134314194461572,3.10113737478418
7.15,180032,0.588501802770922,-0.134180103004407,0.00524189925468414,0.134282454364185,3.10254636497282
7.15,180034,0.587879904783458,-0.134162691787472,0.00505813125572258,0.134258007431439,3.10390902719836
7.15,180036,0.58728096740087,-0.134151599201918,0.00488102985173733,0.13424036658489,3.10522426357179
7.15,180038,0.586704695402162,-0.13414637500741,0.00471065736039376,0.134229058777881,3.10649127627924
7.15,180040,0.58615072631651,-0.134146586227968,0.00454704379003836,0.134223627591592,3.1077095434503
7.15,180042,0.585618639701904,-0.134151818920848,0.00439018993784183,0.134223635353325,3.10887879447619
7.15,180044,0.585107966002558,-0.134161679547528,0.00424007045569017,0.134228664809283,3.10999898526342
7.15,180046,0.584618194903984,-0.134175795977277,0.0040966368459241,0.134238320384245,3.1110702738015
7.15,180048,0.584148783133171,-0.13419381815885,0.00395982035208257,0.134252229066304,3.11209299638829
7.15,180050,0.583699161680687,-0.134215418509811,0.00382953472133207,0.134270040969479,3.11306764476072
7.15,180052,0.583268742397424,-0.134240292029786,0.00370567881860271,0.134291429584128,3.11399484433137
7.15,180054,0.5828569239953,-0.134268156207537,0.00358813907806491,0.134316091788792,3.11487533369275
7.15,180056,0.582463097431139,-0.134298750731057,0.00347679178022002,0.134343747636448,3.11570994550708
7.15,180058,0.582086650704264,-0.13433183703723,0.0033715051687907,0.134374139955946,3.11649958870431
7.15,180060,0.581726973092446,-0.134367197742216,0.00327214137359609,0.134407033812463,3.11724523226054
7.15,180062,0.581383458835958,-0.134404635954652,0.0031785581763172,0.134442215833356,3.11794789028948
7.15,180064,0.581055510331228,-0.134443974520172,0.00309061060435802,0.134479493450446,3.11860860856745
7.15,180066,0.580742540846612,-0.134485055201503,0.00300815236372531,0.134518694065898,3.11922845240888
7.15,180068,0.580443976807198,-0.13452773782011,0.00293103712195941,0.134559664170236,3.11980849580929
7.15,180070,0.580159259684073,-0.134571899371618,0.00285911964816182,0.134602268426826,3.1203498117975
7.15,180072,0.579887847524264,-0.134617433131319,0.0027922568207331,0.134646388741095,3.12085346391176
7.15,180074,0.579629216157345,-0.134664247759227,0.00273030851253118,0.134691923325536,3.12132049871864
7.15,180076,0.579382860113606,-0.134712266415741,0.00267313836500153,0.134738785773006,3.12175193928003
7.15,180078,0.579148293288433,-0.134761425896133,0.00262061445982174,0.134786904147643,3.122148779495
7.15,180080,0.578925049371739,-0.134811675782361,0.00257260989827135,0.134836220092885,3.12251197923
7.15,180082,0.57871268209202,-0.134862977634005,0.00252900330104385,0.134886687979233,3.12284246013589
7.15,180084,0.578510765281627,-0.134915304203393,0.00248967923316042,0.134938274077365,3.1231411021053
7.15,180086,0.578318892795101,-0.13496863868972,0.0024545285653273,0.134990955771986,3.12340874027938
7.15,180088,0.578136678300887,-0.135022974026076,0.00242344877982283,0.135044720810681,3.12364616253486
7.15,180090,0.577963754968155,-0.135078312208791,0.00239634422789344,0.135099566597507,3.12385410739344
7.15,180092,0.577799775062112,-0.135134663661458,0.00237312634573554,0.135155499523875,3.12403326229332
7.15,180094,0.577644409464709,-0.135192046636647,0.00235371383591252,0.135212534339929,3.12418426216669
7.15,180096,0.577497347135162,-0.135250486656306,0.00233803282007213,0.135270693567511,3.12430768827454
7.15,180098,0.57735829452082,-0.135310015986105,0.00232601696915223,0.135330006950051,3.1244040672481
7.15,180100,0.577226974928052,-0.135370673145608,0.00231760761420767,0.135390510941308,3.12447387030992
7.15,180102,0.577103127863238,-0.135432502449248,0.00231275384439439,0.135452248227965,3.12451751262268
7.15,180104,0.576986508352087,-0.135495553582574,0.00231141259625891,0.135515267290583,3.12453535273277
7.15,180106,0.576876886239768,-0.135559881204491,0.00231354873618298,0.13557962199361,3.12452769209198
7.15,180108,0.576774045477507,-0.135625544573495,0.00231913514081028,0.13564537120248,3.12449477461966
7.15,180110,0.576677783408511,-0.135692607208696,0.00232815278104241,0.135712578438645,3.12443678626435
7.15,180112,0.576587910041087,-0.135761136563958,0.00234059080570037,0.135781311550807,3.12435385459041
7.15,180114,0.576504247324733,-0.135831203728305,0.00235644663516306,0.135851642415632,3.12424604831466
7.15,180116,0.576426628422957,-0.135902883141299,0.00237572606367283,0.13592364665667,3.12411337680153
7.15,180118,0.576354896989558,-0.135976252329435,0.00239844337140943,0.135997403387579,3.12395578950956
7.15,180120,0.576288906445152,-0.136051391651488,0.00242462145246591,0.136072994967754,3.12377317534328
7.3,179960,0.630786166668865,-0.139264625648963,0.0143916010077966,0.140006264633813,3.03861821407918
7.3,179962,0.629977657612432,-0.13889174914993,0.0142967406485111,0.139625623633694,3.03901949387455
7.3,179964,0.629144552158341,-0.138521843964595,0.0141900345841635,0.139246753415838,3.03950977010363
7.3,179966,0.628287584339114,-0.138155732376924,0.0140714698116315,0.138870488770162,3.04009044558339
7.3,179968,0.627407672753065,-0.137794251437973,0.0139411051552472,0.138497690025145,3.04076241016917
7.3,179970,0.626505920923189,-0.1374382452517,0.0137990741988718,0.138129235524607,3.04152600076711
7.3,179972,0.625583614843631,-0.137088556703657,0.0136455872302157,0.137766013334019,3.0423809675999
7.3,179974,0.624642217601016,-0.136746018807012,0.0134809320963978,0.13740891233743,3.04332644798432
