H_over_a,strict_BIC,nonzero_RA_control
13.1333333333333,0.0177019452335371,0.0505352785668705
13.2,0.0177019452335371,0.0507019452335371
13.2666666666667,0.0177019452335371,0.0508686119002038
13.3333333333333,0.0177019452335371,0.0510352785668705
13.4,0.0177019452335371,0.0512019452335371
13.4666666666667,0.0177019452335371,0.0513686119002038
13.5333333333333,0.0177019452335371,0.0515352785668705
13.6,0.0177019452335371,0.0517019452335371
13.6666666666667,0.0177019452335371,0.0518686119002038
13.7333333333333,0.0177019452335371,0.0520352785668705
13.8,0.0177019452335371,0.0522019452335371
13.8666666666667,0.0177019452335371,0.0523686119002038
13.9333333333333,0.0177019452335371,0.0525352785668705
14,0.0177019452335371,0.0527019452335371
14.0666666666667,0.0177019452335371,0.0528686119002038
14.1333333333333,0.0177019452335371,0.0530352785668705
14.2,0.0177019452335371,0.0532019452335371
14.2666666666667,0.0177019452335371,0.0533686119002038
14.3333333333333,0.0177019452335371,0.0535352785668705
14.4,0.0177019452335371,0.0537019452335371
14.4666666666667,0.0177019452335371,0.0538686119002038
14.5333333333333,0.0177019452335371,0.0540352785668705
14.6,0.0177019452335371,0.0542019452335371
14.6666666666667,0.0177019452335371,0.0543686119002038
14.7333333333333,0.0177019452335371,0.0545352785668705
14.8,0.0177019452335371,0.0547019452335371
14.8666666666667,0.0177019452335371,0.0548686119002038
14.9333333333333,0.0177019452335371,0.0550352785668705
15,0.0177019452335371,0.0552019452335371
15.0666666666667,0.0177019452335371,0.0553686119002038
15.1333333333333,0.0177019452335371,0.0555352785668705
15.2,0.0177019452335371,0.0557019452335371
15.2666666666667,0.0177019452335371,0.0558686119002038
15.3333333333333,0.0177019452335371,0.0560352785668705
15.4,0.0177019452335371,0.0562019452335371
15.4666666666667,0.0177019452335371,0.0563686119002038
15.5333333333333,0.0177019452335371,0.0565352785668705
15.6,0.0177019452335371,0.0567019452335371
15.6666666666667,0.0177019452335371,0.0568686119002038
15.7333333333333,0.0177019452335371,0.0570352785668705
15.8,0.0177019452335371,0.0572019452335371
15.8666666666667,0.0177019452335371,0.0573686119002038
15.9333333333333,0.0177019452335371,0.0575352785668705
16,0.0177019452335371,0.0577019452335371
16.0666666666667,0.0177019452335371,0.0578686119002038
16.1333333333333,0.0177019452335371,0.0580352785668705
16.2,0.0177019452335371,0.0582019452335371
16.2666666666667,0.0177019452335371,0.0583686119002038
16.3333333333333,0.0177019452335371,0.0585352785668705
16.4,0.0177019452335371,0.0587019452335371
16.4666666666667,0.0177019452335371,0.0588686119002038
16.5333333333333,0.0177019452335371,0.0590352785668705
16.6,0.0177019452335371,0.0592019452335371
16.6666666666667,0.0177019452335371,0.0593686119002038
16.7333333333333,0.0177019452335371,0.0595352785668705
16.8,0.0177019452335371,0.0597019452335371
16.8666666666667,0.0177019452335371,0.0598686119002038
16.9333333333333,0.0177019452335371,0.0600352785668705
17,0.0177019452335371,0.0602019452335371
17.0666666666667,0.0177019452335371,0.0603686119002038
17.1333333333333,0.0177019452335371,0.0605352785668705
17.2,0.0177019452335371,0.0607019452335371
17.2666666666667,0.0177019452335371,0.0608686119002038
17.3333333333333,0.0177019452335371,0.0610352785668705
17.4,0.0177019452335371,0.0612019452335371
17.4666666666667,0.0177019452335371,0.0613686119002038
17.5333333333333,0.0177019452335371,0.0615352785668705
17.6,0.0177019452335371,0.0617019452335371
17.6666666666667,0.0177019452335371,0.0618686119002038
17.7333333333333,0.0177019452335371,0.0620352785668705
17.8,0.0177019452335371,0.0622019452335371
17.8666666666667,0.0177019452335371,0.0623686119002038
17.9333333333333,0.0177019452335371,0.0625352785668705
18,0.0177019452335371,0.0627019452335371
18.0666666666667,0.0177019452335371,0.0628686119002038
18.1333333333333,0.0177019452335371,0.0630352785668705
18.2,0.0177019452335371,0.0632019452335371
18.2666666666667,0.0177019452335371,0.0633686119002038
18.3333333333333,0.0177019452335371,0.0635352785668705
18.4,0.0177019452335371,0.0637019452335371
18.4666666666667,0.0177019452335371,0.0638686119002038
18.5333333333333,0.0177019452335371,0.0640352785668705
18.6,0.0177019452335371,0.0642019452335371
18.6666666666667,0.0177019452335371,0.0643686119002038
18.7333333333333,0.0177019452335371,0.0645352785668705
18.8,0.0177019452335371,0.0647019452335371
18.8666666666667,0.0177019452335371,0.0648686119002038
18.9333333333333,0.0177019452335371,0.0650352785668705
19,0.0177019452335371,0.0652019452335371
19.0666666666667,0.0177019452335371,0.0653686119002038
19.1333333333333,0.0177019452335371,0.0655352785668705
19.2,0.0177019452335371,0.0657019452335371
19.2666666666667,0.0177019452335371,0.0658686119002038
19.3333333333333,0.0177019452335371,0.0660352785668705
19.4,0.0177019452335371,0.0662019452335371
19.4666666666667,0.0177019452335371,0.0663686119002038
19.5333333333333,0.0177019452335371,0.0665352785668705
19.6,0.0177019452335371,0.0667019452335371
19.6666666666667,0.0177019452335371,0.0668686119002038
19.7333333333333,0.0177019452335371,0.0670352785668705
19.8,0.0177019452335371,0.0672019452335371
19.8666666666667,0.0177019452335371,0.0673686119002038
19.9333333333333,0.0177019452335371,0.0675352785668705
20,0.0177019452335371,0.0677019452335371
