kappa,delta,Omega_real,Omega_imag,Q,sigma_ratio,raw_residual,A0_over_C,Am1_over_C,flux_0,flux_m1,ky_0_real,ky_0_imag,ky_m1_real,ky_m1_imag,is_m1_open,is_m1_threshold
0.10914511733847,-0.000854987973338348,0.889947041781952,1.05537547307131e-09,421625793.136949,3.85000111175651e-16,1.1652339406436e-13,5.95934249271789e-05,0.000484409210097826,3.5245667552756e-09,0,5.54949010303954,6.68155913142287e-09,-1.4677035797808e-07,-0.252634433706583,0,0
0.109277899455711,-0.000722205856097534,0.889955266627933,7.5399321501818e-10,590161323.007711,2.79459888044117e-16,1.20945755697655e-13,5.03664431063911e-05,0.000406931837521969,2.51758186196846e-09,0,5.54943901357787,4.77360268361736e-09,-1.14096469900479e-07,-0.232179111158241,0,0
0.109390060124219,-0.000610045187589047,0.889962209396368,5.38584729913386e-10,826204457.689963,7.91003461781455e-16,9.495856284568e-14,4.25651232219873e-05,0.000342022540023142,1.79805118987998e-09,0,5.5493957307667,3.40988429409373e-09,-8.86805779977299e-08,-0.213381529206278,0,0
0.109484801914919,-0.000515303396889509,0.88996807054341,3.84660475795439e-10,1156822869.18489,2.93727548798016e-16,8.38022194661095e-14,3.59699926625538e-05,0.000287599779307041,1.28401244105955e-09,0,5.54935907872169,2.43539213714118e-09,-6.89157713614248e-08,-0.196107004238753,0,0
0.10956483003016,-0.000435275281648062,0.889973019011987,2.74692661540187e-10,1619943201.28895,3.41072893214166e-16,9.90910667527986e-14,3.03951432668058e-05,0.000241937277411997,9.16836891372094e-10,0,5.54932805374159,1.73917480488192e-09,-5.35490839487417e-08,-0.180231869966818,0,0
0.109632429546507,-0.000367675765301474,0.889977197233965,1.96141824990304e-10,2268708362.62985,1.44666578767518e-16,1.33972977452386e-13,2.5683160358324e-05,0.000203600776060685,6.54600787916316e-10,0,5.54930180054848,1.24185383633429e-09,-4.16041731451833e-08,-0.165642559604282,0,0
0.10968953066149,-0.00031057465031825,0.889980725324964,1.40040443137593e-10,3177584651.20871,4.28515335780449e-16,1.09832226357155e-13,2.17008002231011e-05,0.000171396704156223,4.67334275984409e-10,0,5.54927959136714,8.86660185824091e-10,-3.23206408991468e-08,-0.152234768147847,0,0
0.109737763807355,-0.000262341504453562,0.889983704605787,9.99775197805948e-11,4450919099.40803,3.23654628424346e-17,1.21868419448141e-13,1.83353107107649e-05,0.00014433034870936,3.33618220206928e-10,0,5.54926080764529,6.33007730411e-10,-2.51065508426448e-08,-0.139912686984455,0,0
0.10977850620548,-0.000221599106328975,0.889986220561198,7.13709459370138e-11,6234933619.53355,4.98980999767572e-17,1.22605494608988e-13,1.54913029292208e-05,0.000121571650525879,2.38147833858622e-10,0,5.54924492417796,4.51887760719363e-10,-1.95012748832244e-08,-0.128588303969153,0,0
0.10981292119076,-0.000187184121048955,0.889988345327906,5.09465632736775e-11,8734527788.9209,5.70872509453398e-16,9.65126563014057e-14,1.30880940541692e-05,0.000102427146798922,1.69989254493455e-10,0,5.54923149538687,3.22571583821007e-10,-1.51464954927699e-08,-0.118180762890718,0,0
