period_mm,frequency_kHz,required_minimum_mm,numerical_minimum_mm,d1_K95_mm,d2_K95_mm,d3_K95_mm,d1_limit_mm,d2_limit_mm,d3_limit_mm,w1_mm,w2_mm,w3_mm,g1_mm,g2_mm,boundary_gap_mm,minimum_lateral_feature_mm,central_beta1_a
7.5,200,0.7,0.71,1.45021621690345,5.34132497525964,1.45021621690345,1.45017878442931,5.34170434985029,1.45017878442931,0.710003724498823,3.94998471436092,0.710003724498789,0.710000000000194,0.710000000000177,0.710007836641101,0.710000000000177,1.97391199384517
