kappa,Omega,theta_deg,period_mm,lambda_mm,depth1_mm,depth2_mm,width1_mm,width2_mm,gap_mm,sigma_ratio,raw_residual,parameter_step,width_margin_mm,accepted
0.0838486965529006,0.916151303447099,5.25121645643098,6.87113477585325,7.5,4.54141818210777,1.08058029776923,3.96477015917398,1.0530480887349,0.926658263972184,1.26036431743035e-15,1.37656676112385e-13,1.22227553842613e-05,0.0530480887348974,1
