kappa,d1_over_a,d2_over_a,w1_over_a,w2_over_a,gap_over_a,Omega,theta_deg,fill_fraction
0.082502670831039,0.656894843544009,0.221773792742293,0.575896993064672,0.0376131441773136,0.193244931379007,0.917497329168961,5.1590869695195,0.806755068620993
