kappa,Omega,theta_deg,period_mm,d1_over_a,d2_over_a,w1_mm,w2_mm,gap_mm,objective,max_sigma,max_raw,best_trial
0.002,0.998,0.11482127828374,7.485,0.02,1.02144356216085,1.5,1.5,2.24250001389155,0.0823564571338337,0.0725623360612488,0.62922447104949,1
