frequency_kHz,sound_speed_mps,lambda_mm,period_mm,kappa,Omega,theta_deg,d1_mm,d2_mm,w1_mm,w2_mm,gap_mm,strict_sigma,strict_raw,full_sigma,full_raw,meets_w2_0p8_gap_1mm
180,1500,8.33333333333333,7.63459419539249,0.0838486965529006,0.916151303447099,5.25121645643098,5.04602020234196,1.20064477529915,4.40530017685998,1.17005343192766,1.02962029330243,1.26036431743035e-15,1.37656676112385e-13,7.71511379240435e-16,1.05362030766797e-13,1
