d1,d2,d3,w1,w2,w3,g1,g2,period_mm,d1_mm,d2_mm,d3_mm,w1_mm,w2_mm,w3_mm,g1_mm,g2_mm,fill_fraction,frequency_kHz
0.192681441082727,0.67610288247346,0.192681441082525,0.0917192490036675,0.529780736125398,0.0917192490043602,0.0736588091900755,0.0736588091898476,7.5,1.44511080812045,5.07077161855095,1.44511080811894,0.687894367527506,3.97335552094048,0.687894367532701,0.552441068925566,0.552441068923857,0.860536852513348,200
