kappa,Omega,theta_deg,period_mm,d1_over_a,d2_over_a,w1_mm,w2_mm,gap_mm,objective,max_sigma,max_raw,best_trial
0.00316760887274379,0.996832391127256,0.1820676440797,7.47624293345442,1.03607887302003,0.0586814808702458,3.79869888726814,1.2,1.23880497493242,0.00105277502474424,0.000937144774717809,0.00848329503179532,1
